task_id,dataset_name,problem_type,context_len,use_chunk,chunk_size,seed,fit_time_s,eval_time_s,fit_mem_mb,eval_mem_mb,auc,acc,r2,rmse
363699,SDSS17,multiclass,20000,0,256,1,0.5569463190040551,3.2695675900322385,8.125,2210.02587890625,0,0.9711101146627378,0,0
363693,physiochemical_protein,regression,10000,0,256,1,0.896325831010472,2.52578732999973,8.125,4544.1591796875,0,0,0.6750936728050212,3.5016480666623693
363705,superconductivity,regression,4000,0,256,1,2.3674415230052546,3.985035700025037,8.125,3783.732421875,0,0,0.8931829839831684,11.25916512879196
363683,kddcup09_appetency,binary,5000,0,256,1,1.8817868530168198,10.954090471961536,8.125,15519.46875,0.8209654318784475,0.9822,0,0
363699,SDSS17,multiclass,30000,0,256,1,2.9596355140092783,5.457107195979916,8.125,2817.251953125,0,0.9713022868490168,0,0
363697,QSAR-TID-11,regression,2000,0,256,1,8.364491393964272,9.810682388022542,8.125,7965.29150390625,0,0,0.6625307485857355,0.8855459358924533
363705,superconductivity,regression,5000,0,256,1,2.6827887969557196,4.75943522300804,8.125,4202.4443359375,0,0,0.8986853537106027,10.965339540482617
363693,physiochemical_protein,regression,20000,0,256,1,5.045665001031011,4.9547272640047595,8.125,4544.1591796875,0,0,0.7086371247952143,3.315969427532638
363699,SDSS17,multiclass,40000,0,256,1,3.1423971540061757,8.22749759000726,8.125,3420.2587890625,0,0.9707898276856063,0,0
363705,superconductivity,regression,6000,0,256,1,3.1408886070130393,5.525847336975858,8.125,4617.15576171875,0,0,0.9045758664376838,10.641799702524736
363616,APSFailure,binary,10000,0,256,1,2.9455222039832734,30.846289110952057,8.125,21754.482421875,0.981970458352368,0.9901315789473685,0,0
363693,physiochemical_protein,regression,30000,0,256,1,5.5672392650158145,8.419370617019013,8.125,4544.1591796875,0,0,0.7190138742335983,3.256385774654917
363705,superconductivity,regression,7000,0,256,1,3.3799070839886554,6.456404524040408,8.125,5032.43896484375,0,0,0.9063466974945875,10.542594828558132
363683,kddcup09_appetency,binary,6000,0,256,1,1.967581289994996,20.27510126994457,8.125,16553.42724609375,0.8165520420793495,0.9822,0,0
363705,superconductivity,regression,8000,0,256,1,3.746520790969953,7.436292644008063,8.125,5450.57958984375,0,0,0.9122344768243942,10.205820855951066
363693,physiochemical_protein,regression,40000,0,256,1,5.909282613021787,11.24288042500848,8.125,4544.1591796875,0,0,0.723353607184831,3.2311410486940315
363705,superconductivity,regression,9000,0,256,1,4.19665978703415,8.520084985997528,8.125,5865.49169921875,0,0,0.9143294912556421,10.083275672535667
363697,QSAR-TID-11,regression,3000,0,256,1,32.45369744900381,14.748824401991442,8.125,11282.744140625,0,0,0.6992642528121562,0.8359619630697709
